VNUM	LOCALE_NAME
7010	Comandante Branco Tu-Gui
7012	Bi-Ma-Gui-An
7013	Rei Escorpião
7014	Homem Escorpião Esperto
7015	Arqueiro Escorpião
7016	Serpente Guerreiro
7017	Serpente Arqueiro
7018	Bandido do Deserto
7019	Soldado Tu-Ji
7020	Hwa-ryung
7021	Vagabundo Tu-Ji
7022	Cham-Ma
7023	Teawha-Mu
7024	Juk-gui
7025	Dung-Juk
7026	Juk-Mok
7027	Hwaryu Juk
7028	Juk-Guimok Preto
7029	Diabo de Gelo
7030	Orca Corno de Gelo
7031	Insecto do Gelo
7032	Seol-Gu
7033	Homem de Gelo
7034	Gigante do Gelo
7035	Golem do Gelo
7036	Diabo de Gelo
7037	Orca Corno de Gelo
7038	Insecto do Gelo
7039	Seol-Gu
7040	Homem de Gelo
7041	Gigante do Gelo
7042	Golem do Gelo
7043	Diabo de Gelo
7044	Orca Corno de Gelo
7045	Insecto do Gelo
7046	Seol-Gu
7047	Homem de Gelo
7048	Gigante do Gelo
7049	Golem do Gelo
7050	Olho Voador do Deserto
7051	Rei Escorpião
7052	Homem Escorpião Jovem
7053	Arqueiro Escorpião
7054	Serpente Guerreiro
7055	Serpente Arqueiro
7056	Bandido do Deserto
7057	Olho Voador do Deserto
7058	Rei Escorpião
7059	Homem Escorpião Jovem
7060	Arqueiro Escorpião
7061	Serpente Guerreiro
7062	Serpente Arqueiro
7063	Bandido do Deserto
7064	Olho Voador do Deserto
7065	Rei Escorpião
7066	Homem Escorpião Jovem
7067	Arqueiro Escorpião
7068	Serpente Guerreiro
7069	Serpente Arqueiro
7070	Bandido do Deserto
7071	Tigre de Fogo Mau
7072	Fantasma de Chamas
7073	Tigre de Fogo
7074	Chama
7075	Guerreiro Chama
7076	Tigre de Fogo Mau
7077	Fantasma de Chamas
7078	Tigre de Fogo
7079	Chama
7080	Guerreiro Chama
7081	Tigre de Fogo Mau
7082	Fantasma de Chamas
7083	Tigre de Fogo
7084	Chama
7085	Guerreiro Chama
7086	Tronco Fantasma
7087	Dríade
7088	Salgueiro Fantasma
7089	Árvore do Mal
7090	Tronco Fantasma
7091	Dríade
7092	Salgueiro Fantasma
7093	Árvore do Mal
7094	Tronco Fantasma
7095	Dríade
7096	Salgueiro Fantasma
7101	Canhão
7102	Canhão
7103	Balista de Saraivada
7104	Balista de Saraivada
7105	Torre
7106	Fornalha
7107	Fornalha
7108	Fornalha
7109	Fornalha
7110	Fornalha
7111	Fornalha
7112	Fornalha
7113	Cheeta
7114	Kraton
7115	Charly
7116	Nini
7117	Zulu
7118	Macaco Guerreiro Deka
7119	Macaco Guerreiro Oba
7120	Rei Keung
7121	Kiros
7122	Manchu
7123	Sgok
7124	Indrik
8001	Metin da Dor
8002	Metin do Combate
8003	Metin da Batalha
8004	Metin da Ganância
8005	Metin Negra
8006	Metin da Escuridão
8007	Metin do Ciúme
8008	Metin da Alma
8009	Metin da Sombra
8010	Metin da Dureza
8011	Metin do Diabo
8012	Metin da Queda
8013	Metin da Morte
8014	Metin do Assassino
8015	Metin da Dureza
8016	Metin do Diabo
8017	Metin da Queda
8018	Metin da Morte
8019	Metin do Assassino
8020	Rocha Shinsoo
8021	Rocha Jinno
8022	Rocha Chunjo
8023	Rocha Imperador
8024	Metin Pung-Ma
8025	Metin Ma-An
8026	Metin Tu-Young
8027	Metin Jeon-Un
8031	Metin da Montanha
8032	Metin da Vingança
8033	Metin da Solidão
8034	Metin da Arrogância
8035	Metin da Salvação
8036	Metin da Traição
8037	Metin do Ressentimento
8038	Metin da Desforra
8039	Metin do Orgulho
8040	Metin da Malevolência
8041	Metin da Páscoa
8042	Metin da Páscoa
8043	Metin da Páscoa
8044	Metin da Páscoa
8045	Metin da Páscoa
8046	Metin da Páscoa
8047	Metin da Páscoa
8048	Metin da Páscoa
8049	Metin da Páscoa
8050	Metin da Páscoa
8051	Metin da Melancolia
8052	Metin da Brasa
8053	Metin da Vaidade
8054	Metin da Fúria
8055	Metin da Calamidade
8056	Metin da Maldade
8057	Metin Fogo do Purgatório
8058	Metin do Frio
8059	Metin dos Seres-Árvore
8060	Metin Abóbora
8061	Metin das Florestas
8062	Metin de Sírius
8063	Metin da Apreciação
8064	Metin da Plenitude
8065	Metin do Jin
8066	Metin do Shiho
8067	Metin da Perceção
8068	Metin Serpente de Fogo
8069	Metin Serpente de Gelo
8070	Metin Serpente do Vento
8071	Metin Serpente da Terra
8075	Metin Serpente do Tempo
8076	Metin Serpente do Espaço
8100	Metin do Desgosto
8101	Metin da Dor
8102	Metin do Combate
8103	Metin da Batalha
8104	Metin da Ganância
8105	Metin Negra
8106	Metin da Escuridão
8107	Metin do Ciúme
8108	Metin da Alma
8109	Metin da Sombra
8110	Metin da Dureza
8111	Metin do Diabo
8112	Metin da Queda
8113	Metin da Morte
8114	Metin do Assassino
8115	Metin da Lua
8116	Metin do Amor
8200	Pedra Metin de Chocolate
8201	Pedra Metin de Chocolate
8203	Metin da Iluminação
8430	Metin apegado
8444	Duratus metin
