0928 22:09:33086 :: pack/metin2_patch_nodelar.eix: Error Code 9
0928 22:09:33087 :: pack/metin2_patch_nodelar.epk: Error Code 9
0928 22:09:03704 :: CEffectManager::RegisterEffect - LoadScript(d:/ymir work/pc/sura/effect/akgi_2_making.mse) Error
0928 22:09:03704 :: CEffectManager::RegisterEffect - LoadScript(d:/ymir work/pc/sura/effect/akgi_dark_2_making.mse) Error
0928 22:09:03704 :: CEffectManager::RegisterEffect - LoadScript(d:/ymir work/pc/sura/effect/akgi_dark_2_fear.mse) Error
0928 22:09:03705 :: CEffectManager::RegisterEffect - LoadScript(d:/ymir work/pc/sura/effect/akgi_3_blow.mse) Error
0928 22:09:03705 :: CEffectManager::RegisterEffect - LoadScript(d:/ymir work/pc/sura/effect/akgi_3_making.mse) Error
0928 22:09:03705 :: CEffectManager::RegisterEffect - LoadScript(d:/ymir work/pc/sura/effect/akgi_dark_3_making.mse) Error
0928 22:09:03705 :: CEffectManager::RegisterEffect - LoadScript(d:/ymir work/pc/sura/effect/akgi_dark_3_fear.mse) Error
0928 22:09:03706 :: CEffectManager::RegisterEffect - LoadScript(d:/ymir work/pc/sura/effect/akgi_4_blow.mse) Error
0928 22:09:03706 :: CEffectManager::RegisterEffect - LoadScript(d:/ymir work/pc/sura/effect/akgi_4_making.mse) Error
0928 22:09:03706 :: CEffectManager::RegisterEffect - LoadScript(d:/ymir work/pc/sura/effect/akgi_dark_4_making.mse) Error
0928 22:09:03706 :: CEffectManager::RegisterEffect - LoadScript(d:/ymir work/pc/sura/effect/akgi_dark_4_fear.mse) Error
0928 22:09:03835 :: CEffectManager::RegisterEffect - LoadScript(d:/ymir work/pc/shaman/effect/meteo_2_making.mse) Error
0928 22:09:03839 :: CEffectManager::RegisterEffect - LoadScript(d:/ymir work/pc/shaman/effect/chunwoon_1_making.mse) Error
0928 22:09:03839 :: CEffectManager::RegisterEffect - LoadScript(d:/ymir work/pc/shaman/effect/chunwoon_1_blow.mse) Error
0928 22:09:03843 :: CEffectManager::RegisterEffect - LoadScript(d:/ymir work/pc/shaman/effect/meteo_2_making.mse) Error
0928 22:09:03844 :: CEffectManager::RegisterEffect - LoadScript(d:/ymir work/pc/shaman/effect/chunwoon_2_making.mse) Error
0928 22:09:03844 :: CEffectManager::RegisterEffect - LoadScript(d:/ymir work/pc/shaman/effect/chunwoon_2_blow.mse) Error
0928 22:09:03844 :: CEffectManager::RegisterEffect - LoadScript(d:/ymir work/pc/shaman/effect/meteo_3_making.mse) Error
0928 22:09:03844 :: CEffectManager::RegisterEffect - LoadScript(d:/ymir work/pc/shaman/effect/chunwoon_3_making.mse) Error
0928 22:09:03844 :: CEffectManager::RegisterEffect - LoadScript(d:/ymir work/pc/shaman/effect/chunwoon_3_blow.mse) Error
0928 22:09:03844 :: CEffectManager::RegisterEffect - LoadScript(d:/ymir work/pc/shaman/effect/meteo_4_making.mse) Error
0928 22:09:03845 :: CEffectManager::RegisterEffect - LoadScript(d:/ymir work/pc/shaman/effect/chunwoon_4_making.mse) Error
0928 22:09:03845 :: CEffectManager::RegisterEffect - LoadScript(d:/ymir work/pc/shaman/effect/chunwoon_4_blow.mse) Error
