0926 18:26:24049 :: pack/metin2_patch_nodelar.eix: Error Code 9
0926 18:26:24049 :: pack/metin2_patch_nodelar.epk: Error Code 9
0926 18:26:03746 :: CEffectManager::RegisterEffect - LoadScript(d:/ymir work/pc/warrior/effect/finish_3_blow.mse) Error
0926 18:26:03746 :: CEffectManager::RegisterEffect - LoadScript(d:/ymir work/pc/warrior/effect/finish_4.mse) Error
0926 18:26:03746 :: CEffectManager::RegisterEffect - LoadScript(d:/ymir work/pc/warrior/effect/finish_4_blow.mse) Error
0926 18:26:03746 :: CEffectManager::RegisterEffect - LoadScript(d:/ymir work/pc/warrior/effect/finish_4.mse) Error
0926 18:26:03746 :: CEffectManager::RegisterEffect - LoadScript(d:/ymir work/pc/warrior/effect/finish_4_blow.mse) Error
0926 18:26:04032 :: CEffectManager::RegisterEffect - LoadScript(d:/ymir work/pc/sura/effect/akgi_1_blow.mse) Error
0926 18:26:04032 :: CEffectManager::RegisterEffect - LoadScript(d:/ymir work/pc/sura/effect/akgi_1_making.mse) Error
0926 18:26:04035 :: CEffectManager::RegisterEffect - LoadScript(d:/ymir work/pc/sura/effect/akgi_dark_1_making.mse) Error
0926 18:26:04035 :: CEffectManager::RegisterEffect - LoadScript(d:/ymir work/pc/sura/effect/akgi_dark_1_fear.mse) Error
0926 18:26:04038 :: CEffectManager::RegisterEffect - LoadScript(d:/ymir work/pc/sura/effect/akgi_2_blow.mse) Error
0926 18:26:04038 :: CEffectManager::RegisterEffect - LoadScript(d:/ymir work/pc/sura/effect/akgi_2_making.mse) Error
0926 18:26:04038 :: CEffectManager::RegisterEffect - LoadScript(d:/ymir work/pc/sura/effect/akgi_dark_2_making.mse) Error
0926 18:26:04038 :: CEffectManager::RegisterEffect - LoadScript(d:/ymir work/pc/sura/effect/akgi_dark_2_fear.mse) Error
0926 18:26:04038 :: CEffectManager::RegisterEffect - LoadScript(d:/ymir work/pc/sura/effect/akgi_3_blow.mse) Error
0926 18:26:04038 :: CEffectManager::RegisterEffect - LoadScript(d:/ymir work/pc/sura/effect/akgi_3_making.mse) Error
0926 18:26:04038 :: CEffectManager::RegisterEffect - LoadScript(d:/ymir work/pc/sura/effect/akgi_dark_3_making.mse) Error
0926 18:26:04040 :: CEffectManager::RegisterEffect - LoadScript(d:/ymir work/pc/sura/effect/akgi_dark_3_fear.mse) Error
0926 18:26:04040 :: CEffectManager::RegisterEffect - LoadScript(d:/ymir work/pc/sura/effect/akgi_4_blow.mse) Error
0926 18:26:04040 :: CEffectManager::RegisterEffect - LoadScript(d:/ymir work/pc/sura/effect/akgi_4_making.mse) Error
0926 18:26:04040 :: CEffectManager::RegisterEffect - LoadScript(d:/ymir work/pc/sura/effect/akgi_dark_4_making.mse) Error
0926 18:26:04040 :: CEffectManager::RegisterEffect - LoadScript(d:/ymir work/pc/sura/effect/akgi_dark_4_fear.mse) Error
0926 18:26:04158 :: CEffectManager::RegisterEffect - LoadScript(d:/ymir work/pc/shaman/effect/meteo_2_making.mse) Error
0926 18:26:04160 :: CEffectManager::RegisterEffect - LoadScript(d:/ymir work/pc/shaman/effect/chunwoon_1_making.mse) Error
0926 18:26:04160 :: CEffectManager::RegisterEffect - LoadScript(d:/ymir work/pc/shaman/effect/chunwoon_1_blow.mse) Error
0926 18:26:04163 :: CEffectManager::RegisterEffect - LoadScript(d:/ymir work/pc/shaman/effect/meteo_2_making.mse) Error
0926 18:26:04164 :: CEffectManager::RegisterEffect - LoadScript(d:/ymir work/pc/shaman/effect/chunwoon_2_making.mse) Error
0926 18:26:04164 :: CEffectManager::RegisterEffect - LoadScript(d:/ymir work/pc/shaman/effect/chunwoon_2_blow.mse) Error
0926 18:26:04164 :: CEffectManager::RegisterEffect - LoadScript(d:/ymir work/pc/shaman/effect/meteo_3_making.mse) Error
0926 18:26:04164 :: CEffectManager::RegisterEffect - LoadScript(d:/ymir work/pc/shaman/effect/chunwoon_3_making.mse) Error
0926 18:26:04164 :: CEffectManager::RegisterEffect - LoadScript(d:/ymir work/pc/shaman/effect/chunwoon_3_blow.mse) Error
0926 18:26:04164 :: CEffectManager::RegisterEffect - LoadScript(d:/ymir work/pc/shaman/effect/meteo_4_making.mse) Error
0926 18:26:04165 :: CEffectManager::RegisterEffect - LoadScript(d:/ymir work/pc/shaman/effect/chunwoon_4_making.mse) Error
0926 18:26:04165 :: CEffectManager::RegisterEffect - LoadScript(d:/ymir work/pc/shaman/effect/chunwoon_4_blow.mse) Error
