VNUM	LOCALE_NAME
7006	Maimuþa  de Aur
7007	Maimuta General
7008	Muncitor Tu-Gui
7009	Controlor soldaþi Tu-Gui
7010	Comandor alb Tu-Gui
7012	Bi-Ma-Gui-An
7013	Scorpion Regal
7014	Om Scorpion Las
7015	Archer Scorpion
7016	Luptator sabie sarpe
7017	Archer Sarpe
7018	Talhar de Desert
7019	Soldat Tu-ji
7020	Hwa-ryung
7021	Pierde-vara Tu-Ji
7022	Cham-Ma
7023	Teawha-Mu
7024	Juk-gui
7025	Dung-Juk
7026	Juk-Mok
7027	Hwaryu Juk
7028	Juk-Guimok negru
7029	Diavol de Gheaþa
7030	Balena Corn de Gheaþa
7031	Insecta de Gheaþa
7032	Seol-Gu
7033	Omul Ghetii
7034	Gigant de Gheaþa
7035	Golem de Gheaþa
7036	Diavol de Gheaþa
7037	Balena Corn de Gheaþa
7038	Insecta de Gheaþa
7039	Seol-Gu
7040	Omul Ghetii
7041	Gigant de Gheaþa
7042	Golem de Gheaþa
7043	Diavol de Gheaþa
7044	Balena Corn de Gheaþa
7045	Insecta de Gheaþa
7046	Seol-Gu
7047	Omul Ghetii
7048	Gigant de Gheaþa
7049	Golem de Gheaþa
7050	Ochi Zburator Desert
7051	Scorpion Regal
7052	Om Scorpion Mic
7053	Archer Scorpion
7054	Sarpe Spadasin
7055	Archer Sarpe
7056	Talhar de Desert
7057	Ochi Zburator Desert
7058	Scorpion Regal
7059	Om Scorpion Mic
7060	Archer Scorpion
7061	Sarpe Spadasin
7062	Archer Sarpe
7063	Talhar de Desert
7064	Ochi Zburator Desert
7065	Scorpion Regal
7066	Om Scorpion Mic
7067	Archer Scorpion
7068	Sarpe Spadasin
7069	Archer Sarpe
7070	Talhar de Desert
7071	Tigru Luptator Dur
7072	Spiritul Focului
7073	Tigru Luptator
7074	Flacara
7075	Luptator de Foc
7076	Tigru Luptator Dur
7077	Spiritul Focului
7078	Tigru Luptator
7079	Flacara
7080	Luptator de Foc
7081	Tigru Luptator Dur
7082	Spiritul Focului
7083	Tigru Luptator
7084	Flacara
7085	Luptator de Foc
7086	Buturuga Fantoma
7087	Driada
7088	Salcia Fantoma
7089	Copac Rau
7090	Buturuga Fantoma
7091	Driada
7092	Salcia Fantoma
7093	Copac Rau
7094	Buturuga Fantoma
7095	Driada
7096	Salcia Fantoma
7101	Tun
7102	Tun
7103	Balista Sageþi
7104	Balista Sageþi
7105	Turn
7106	Vatra
7107	Vatra
7108	Vatra
7109	Vatra
7110	Vatra
7111	Vatra
7112	Vatra
7113	Cheeta
7114	Kraton
7115	Charly
7116	Nini
7117	Zulu
7118	Maimuþa Razboinic Deka
7119	Maimuþa Razboinic Oba
7120	Regele Keung
7121	Kiros
7122	Manchu
7123	Sgok
7124	Indrik
8001	Metinul Necazului
8002	Metinul Luptei
8003	Piatra Metin a Bataliei
8004	Metinul Lacomiei
8005	Metinul Amarului
8006	Metinul Intunericului
8007	Metinul Geloziei
8008	Metinul Sufletului
8009	Metinul Umbrei
8010	Metinul Puterii
8011	Metinul Diavolului
8012	Metinul Dizgratiei
8013	Metinul Mortii
8014	Metinul Crimelor
8015	Metinul Puterii
8016	Metinul Diavolului
8017	Metinul Dizgratiei
8018	Metinul Mortii
8019	Metinul Crimelor
8020	Stanca Shinsoo
8021	Stanca Jinno
8022	Stanca Chunjo
8023	Stanca imperiala
8024	Metin Pung-Ma
8025	Metin Ma-An
8026	Metin Tu-Young
8027	Metin Jeon-Un
8031	Metinul Muntelui
8032	Metinul Razbunarii
8033	Metinul Singuratatii
8034	Metinul Arogantei
8035	Metinul Eliberarii
8036	Metinul Tradarii
8037	Metinul Resentimentului
8038	Metinul Rasplatei
8039	Metinul Mandriei
8040	Metinul Invidiei
8041	Metin de Paste
8042	Metin de Paste
8043	Metin de Paste
8044	Metin de Paste
8045	Metin de Paste
8046	Metin de Paste
8047	Metin de Paste
8048	Metin de Paste
8049	Metin de Paste
8050	Metin de Paste
8051	Metinul Tristetii
8052	Metinul Carbunilor
8053	Metinul Vanitatii
8054	Metinul Furiei
8055	Metinul Nenorocirilor
8056	Metinul Rautatii
8057	Metin Focul Iadului
8058	Metin de Gheaþa
8059	Metinul Copacului Om
8060	Metin Dovleac
8061	Metinul Padurilor
8062	Metinul Intuiþiei (Mis)
8063	Metinul Aprecierii
8064	Metinul Atenþiei
8065	Metinul Jin
8066	Metinul Shiho
8067	Metinul Intuiþiei
8068	Sarpele de foc Metin
8069	Sarpele de gheata Metin
8070	Sarpele de vant Metin
8071	Sarpele Pamantului Metin
8075	Sarpele Timpului Metin
8076	Metin Sarpe Cosmic
8100	Desert Outlaw
8101	Metinul Necazului
8102	Metinul Luptei
8103	Metinul Bataliei
8104	Metinul Lacomiei
8105	Metinul Amarului
8106	Metinul Intunericului
8107	Metinul Geloziei
8108	Metinul Sufletului
8109	Metinul Umbrei
8110	Metinul Puterii
8111	Metinul Diavolului
8112	Metinul Dizgratiei
8113	Metinul Mortii
8114	Metinul Crimelor
8115	Metinul Lunii
8116	Tortionarul esoteric
